# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
     244.134        0.000     4681.133     7944.426
     244.137        0.000     4681.133     7944.426
     244.139        0.000     4683.133     7944.426
     244.142        0.000     4683.133     7944.426
     244.144        0.000     4683.133     7944.426
     244.147        0.000     4685.133     7944.426
     244.149      409.600     4685.133     7944.426
     244.152        0.000     4687.133     7944.426
     244.154        0.000     4687.133     7944.426
     244.157      407.800     4689.133     7944.426
     244.159        0.000     4689.133     7944.426
     244.162        0.000     4689.133     7944.426
     244.164        0.000     4691.133     7944.426
     244.166        0.000     4691.133     7944.426
     244.169      394.000     4691.133     7944.426
     244.171        0.000     4693.133     7944.426
     244.174        0.000     4693.133     7944.426
     244.177        0.000     4693.133     7944.426
     244.179      411.600     4695.133     7944.426
     244.182        0.000     4695.133     7944.426
     244.184      393.300     4697.133     7944.426
     244.187        0.000     4697.133     7944.426
     244.189        0.000     4699.133     7944.426
     244.191        0.000     4699.133     7944.426
     244.194        0.000     4699.133     7944.426
     244.196      409.600     4701.133     7944.426
     244.199        0.000     4701.133     7944.426
     244.201        0.000     4703.133     7944.426
     244.204        0.000     4703.133     7944.426
     244.206        0.000     4705.133     7944.426
     244.209      389.100     4705.133     7944.426
     244.211        0.000     4705.133     7944.426
     244.214        0.000     4707.133     7944.426
     244.216      379.000     4707.133     7944.426
     244.219        0.000     4709.133     7944.426
     244.221        0.000     4709.133     7944.426
     244.223        0.000     4711.133     7944.426
     244.226        0.000     4711.133     7944.426
     244.228      410.400     4711.133     7944.426
     244.231        0.000     4713.133     7944.426
     244.233        0.000     4713.133     7944.426
     244.236        0.000     4715.133     7944.426
     244.238        0.000     4715.133     7944.426
     244.241      393.300     4715.133     7944.426
     244.243        0.000     4717.133     7944.426
     244.246        0.000     4717.133     7944.426
     244.248        0.000     4719.133     7944.426
     244.251        0.000     4719.133     7944.426
     244.253      409.100     4721.133     7944.426
     244.255        0.000     4721.133     7944.426
     244.258        0.000     4721.133     7944.426
     244.260      409.200     4723.133     7944.426
     244.263        0.000     4723.133     7944.426
     244.265        0.000     4725.133     7944.426
     244.268        0.000     4725.133     7944.426
     244.270        0.000     4727.133     7944.426
     244.272      397.600     4727.133     7944.426
     244.275        0.000     4727.133     7944.426
     244.277        0.000     4729.133     7944.426
     244.280      386.100     4729.133     7944.426
     244.282        0.000     4731.133     7944.426
     244.285        0.000     4731.133     7944.426
     244.287      398.200     4733.133     7944.426
     244.290        0.000     4733.133     7944.426
     244.292        0.000     4733.133     7944.426
     244.295        0.000     4735.133     7944.426
     244.297      398.200     4735.133     7944.426
     244.300        0.000     4737.133     7944.426
     244.302        0.000     4737.133     7944.426
     244.305      397.800     4739.133     7944.426
     244.307        0.000     4739.133     7944.426
     244.309        0.000     4739.133     7944.426
     244.312        0.000     4741.133     7944.426
     244.314        0.000     4741.133     7944.426
     244.317      412.800     4743.133     7944.426
     244.319        0.000     4743.133     7944.426
     244.322        0.000     4743.133     7944.426
     244.324      409.900     4745.133     7944.426
     244.327        0.000     4745.133     7944.426
     244.329        0.000     4747.133     7944.426
     244.331        0.000     4747.133     7944.426
     244.334        0.000     4749.133     7944.426
     244.336      396.100     4749.133     7944.426
     244.339        0.000     4749.133     7944.426
     244.341        0.000     4751.133     7944.426
     244.344        0.000     4751.133     7944.426
     244.346        0.000     4753.133     7944.426
     244.349      410.000     4753.133     7944.426
     244.351      397.500     4755.133     7944.426
     244.354        0.000     4755.133     7944.426
     244.356        0.000     4755.133     7944.426
     244.359        0.000     4757.133     7944.426
     244.361        0.000     4757.133     7944.426
     244.363      412.100     4759.133     7944.426
     244.366        0.000     4759.133     7944.426
     244.368        0.000     4761.180     7944.426
     244.371        0.000     4761.180     7944.426
     244.373        0.000     4761.180     7944.426
     244.376      395.700     4763.180     7944.426
     244.378        0.000     4763.180     7944.426
     244.381        0.000     4765.180     7944.426
     244.383      394.100     4765.180     7944.426
     244.386        0.000     4765.180     7944.426
     244.388        0.000     4767.180     7944.426
     244.390        0.000     4767.180     7944.426
     244.393        0.000     4769.180     7944.426
     244.395      411.300     4769.180     7944.426
     244.398        0.000     4771.180     7944.426
     244.400        0.000     4771.180     7944.426
     244.403        0.000     4771.180     7944.426
     244.405      411.000     4773.180     7944.426
     244.408        0.000     4773.180     7944.426
     244.410        0.000     4775.180     7944.426
     244.413      411.000     4775.180     7944.426
     244.415        0.000     4777.180     7944.426
     244.418        0.000     4777.180     7944.426
     244.420      203.700     4779.180     7944.426
     244.425        0.000     4779.180     7944.426
     244.428        0.000     4779.180     7944.426
     244.430        0.000     4781.180     7944.426
     244.432      395.900     4781.180     7944.426
     244.435        0.000     4783.180     7944.426
     244.437        0.000     4783.180     7944.426
     244.440      410.200     4783.180     7944.426
     244.442        0.000     4785.180     7944.426
     244.445        0.000     4785.180     7944.426
     244.447        0.000     4787.180     7944.426
     244.449        0.000     4787.180     7944.426
     244.452      411.200     4789.180     7944.426
     244.454        0.000     4789.180     7944.426
     244.457        0.000     4789.180     7944.426
